,0 1
19984,121 154
19985,121 118
19986,121 166
19987,121 693
19988,121 301
19989,121 752
19990,121 144
19991,121 615
19992,121 300
19993,121 492
19994,121 87
19995,121 363
19996,121 513
19997,121 373
19998,121 594
19999,121 13
20000,121 254
20001,209 518
20002,665 55
20003,572 434
20004,55 665
20005,177 94
20006,409 504
20007,908 206
20008,94 177
20009,720 498
20010,94 120
20011,154 209
20012,209 154
20013,350 191
20014,121 651
20015,232 5
20016,820 908
20017,366 290
20018,674 754
20019,116 914
20020,157 278
20021,145 180
20022,106 259
20023,145 333
20024,326 64
20025,161 265
20026,145 299
20027,84 174
20028,908 820
20029,13 93
20030,282 597
20031,180 128
20032,908 201
20033,379 5
20034,390 394
20035,394 390
20036,128 343
20037,168 128
20038,332 523
20039,120 94
20040,707 765
20041,537 537
20042,671 69
20043,440 608
20044,38 915
20045,377 182
20046,377 907
20047,377 872
20048,89 845
20049,608 440
20050,183 411
20051,86 553
20052,237 5
20053,685 3
20054,504 421
20055,3 685
20056,269 644
20057,644 269
20058,459 80
20059,7 754
20060,438 437
20061,438 136
20062,438 135
20063,812 87
20064,206 908
20065,301 184
20066,290 283
20067,280 303
20068,280 81
20069,31 82
20070,430 128
20071,474 13
20072,880 80
20073,128 430
20074,5 481
20075,375 16
20076,121 79
20077,283 290
20078,5 237
20079,562 177
20080,562 425
20081,562 714
20082,414 916
20083,368 275
20084,548 381
20085,368 181
20086,21 189
20087,765 430
20088,64 325
20089,106 80
20090,820 917
20091,917 196
20092,917 51
20093,917 197
20094,917 908
20095,917 199
20096,917 200
20097,917 128
20098,917 167
20099,917 201
20100,917 918
20101,917 593
20102,917 204
20103,917 776
20104,917 205
20105,917 206
20106,917 41
20107,917 94
20108,917 820
20109,917 95
20110,917 207
20111,94 917
20112,908 917
20113,908 124
20114,13 361
20115,206 917
20116,206 918
20117,918 908
20118,918 200
20119,918 917
20120,918 593
20121,918 204
20122,918 776
20123,918 94
20124,918 51
20125,918 197
20126,918 199
20127,918 128
20128,918 167
20129,918 201
20130,918 206
20131,918 820
20132,918 95
20133,918 207
20134,376 395
20135,420 191
20136,283 329
20137,118 597
20138,820 179
20139,271 552
20140,381 548
20141,312 301
20142,81 569
20143,738 586
20144,375 154
20145,106 68
20146,820 918
20147,301 312
20148,585 706
20149,272 6
20150,31 51
20151,303 807
20152,258 282
20153,282 258
20154,0 266
20155,252 859
20156,841 312
20157,86 485
20158,423 13
20159,197 908
20160,172 231
20161,86 681
20162,908 197
20163,128 917
20164,122 150
20165,485 86
20166,150 122
20167,6 272
20168,238 89
20169,918 918
20170,235 243
20171,312 841
20172,165 82
20173,6 389
20174,23 820
20175,165 900
20176,908 200
20177,91 477
20178,51 95
20179,389 611
20180,209 252
20181,380 656
20182,611 389
20183,344 200
20184,809 107
20185,847 114
20186,85 317
20187,582 473
20188,582 549
20189,582 184
20190,582 508
20191,582 671
20192,582 667
20193,290 546
20194,200 344
20195,303 280
20196,95 129
20197,300 81
20198,389 521
20199,389 585
20200,389 292
20201,389 317
20202,389 341
20203,546 290
20204,372 121
20205,295 521
20206,295 585
20207,295 292
20208,295 317
20209,295 341
20210,908 918
20211,95 183
20212,184 582
20213,7 529
20214,211 15
20215,357 301
20216,183 95
20217,89 919
20218,859 832
20219,172 23
20220,45 162
20221,832 859
20222,55 685
20223,11 44
20224,107 183
20225,209 137
20226,209 285
20227,209 371
20228,209 88
20229,209 286
20230,179 820
20231,120 101
20232,408 89
20233,107 809
20234,529 7
20235,367 23
20236,674 661
20237,119 333
20238,252 571
20239,41 908
20240,41 917
20241,41 918
20242,362 483
20243,129 208
20244,434 203
20245,495 739
20246,280 21
20247,314 165
20248,568 81
20249,127 227
20250,184 127
20251,300 269
20252,256 405
20253,95 203
20254,95 776
20255,47 135
20256,265 661
20257,75 36
20258,681 5
20259,671 582
20260,69 353
20261,920 230
20262,776 14
20263,460 211
20264,121 131
20265,81 490
20266,81 478
20267,87 856
20268,363 508
20269,363 422
20270,86 274
20271,363 577
20272,101 419
20273,419 101
20274,234 494
20275,63 921
20276,290 301
20277,707 661
20278,206 426
20279,851 377
20280,222 0
20281,0 222
20282,411 646
20283,411 208
20284,411 604
20285,411 683
20286,4 96
20287,11 106
20288,388 280
20289,106 11
20290,121 494
20291,121 86
20292,847 919
20293,237 107
20294,409 420
20295,232 206
20296,859 87
20297,418 509
20298,342 228
20299,481 83
20300,86 121
20301,786 189
20302,543 280
20303,451 161
20304,451 7
20305,908 94
20306,94 908
20307,422 474
20308,149 656
20309,546 493
20310,859 303
20311,921 859
20312,422 180
20313,321 182
20314,27 438
20315,438 27
20316,376 632
20317,498 51
20318,378 157
20319,422 21
20320,422 23
20321,422 427
20322,422 115
20323,141 533
20324,754 674
20325,754 569
20326,83 481
20327,103 389
20328,464 128
20329,464 183
20330,464 820
20331,51 498
20332,809 13
20333,282 464
20334,389 103
20335,845 809
20336,282 210
20337,485 318
20338,5 11
20339,408 826
20340,209 601
20341,826 408
20342,81 28
20343,859 183
20344,183 859
20345,211 460
20346,120 377
20347,461 812
20348,859 845
20349,859 271
20350,47 38
20351,459 1
20352,38 47
20353,172 228
20354,321 560
20355,494 261
20356,395 86
20357,13 588
20358,461 592
20359,13 304
20360,115 644
20361,438 436
20362,859 286
20363,859 211
20364,96 4
20365,908 207
20366,908 95
20367,908 199
20368,251 914
20369,64 914
20370,177 221
20371,141 5
20372,59 285
20373,221 177
20374,845 859
20375,64 733
20376,64 572
20377,177 74
20378,249 203
20379,28 44
20380,913 922
20381,644 115
20382,450 232
20383,640 100
20384,923 923
20385,89 305
20386,236 5
20387,252 924
20388,5 236
20389,13 809
20390,872 232
20391,168 611
20392,89 925
20393,371 87
20394,87 290
20395,330 438
20396,856 546
20397,611 168
20398,232 872
20399,115 914
20400,256 51
20401,256 356
20402,256 263
20403,256 30
20404,256 210
20405,256 234
20406,256 318
20407,256 165
20408,256 115
20409,256 338
20410,256 169
20411,256 820
20412,342 483
20413,28 81
20414,776 908
20415,275 368
20416,847 925
20417,275 226
20418,925 847
20419,925 925
20420,158 121
20421,30 263
20422,31 282
20423,438 330
20424,275 176
20425,275 123
20426,275 789
20427,275 177
20428,275 200
20429,275 526
20430,275 840
20431,275 426
20432,275 479
20433,275 65
20434,226 275
20435,301 290
20436,426 206
20437,326 923
20438,486 29
20439,723 923
20440,29 486
20441,187 283
20442,95 918
20443,254 859
20444,859 254
20445,160 454
20446,269 322
20447,118 116
20448,404 354
20449,303 87
20450,926 926
20451,83 253
20452,926 927
20453,211 412
20454,211 859
20455,927 926
20456,283 187
20457,927 927
20458,211 928
20459,116 118
20460,118 279
20461,21 551
20462,86 526
20463,187 256
20464,180 851
20465,180 907
20466,9 661
20467,551 21
20468,160 117
20469,454 160
20470,562 533
20471,164 929
20472,738 6
20473,930 931
20474,930 930
20475,931 931
20476,931 930
20477,117 160
20478,930 238
20479,548 283
20480,79 601
20481,283 548
20482,927 159
20483,927 237
20484,927 210
20485,927 234
20486,927 158
20487,927 242
20488,283 932
20489,931 158
20490,332 720
20491,238 930
20492,169 914
20493,6 738
20494,326 326
20495,183 35
20496,114 892
20497,114 300
20498,114 173
20499,114 896
20500,81 544
20501,69 777
20502,279 118
20503,333 925
20504,58 664
20505,297 177
20506,303 544
20507,929 929
20508,591 83
20509,123 275
20510,300 68
20511,158 931
20512,86 180
20513,661 13
20514,13 661
20515,36 183
20516,127 533
20517,508 325
20518,508 260
20519,508 10
20520,508 259
20521,508 710
20522,424 340
20523,10 508
20524,823 19
20525,929 140
20526,11 518
20527,140 929
20528,518 58
20529,481 3
20530,162 412
20531,66 112
20532,160 406
20533,931 159
20534,438 892
20535,117 117
20536,68 300
20537,159 931
20538,832 252
20539,716 5
20540,377 120
20541,408 625
20542,408 880
20543,2 56
20544,408 192
20545,408 587
20546,412 162
20547,326 13
20548,381 380
20549,381 515
20550,381 391
20551,259 508
20552,768 125
20553,89 408
20554,165 914
20555,81 607
20556,329 303
20557,329 671
20558,87 812
20559,83 259
20560,411 460
20561,18 424
20562,18 232
20563,573 358
20564,232 18
20565,892 438
20566,823 358
20567,577 363
20568,79 13
20569,765 720
20570,700 358
20571,765 358
20572,100 434
20573,434 100
20574,291 543
20575,184 5
20576,526 275
20577,484 484
20578,173 549
20579,440 6
20580,5 716
20581,166 222
20582,5 184
20583,210 142
20584,429 933
20585,427 162
20586,929 164
20587,79 166
20588,281 16
20589,281 424
20590,145 239
20591,933 89
20592,320 368
20593,89 933
20594,929 334
20595,334 929
20596,513 303
20597,16 281
20598,158 927
20599,158 930
20600,337 367
20601,823 707
20602,823 12
20603,823 700
20604,494 588
20605,588 494
20606,12 823
20607,523 64
20608,700 823
20609,549 459
20610,549 309
20611,549 248
20612,549 268
20613,549 316
20614,62 859
20615,504 359
20616,461 216
20617,518 533
20618,549 934
20619,48 165
20620,164 64
20621,280 388
20622,21 777
20623,856 142
20624,147 422
20625,11 128
20626,810 244
20627,859 62
20628,445 64
20629,56 2
20630,82 281
20631,23 422
20632,707 823
20633,14 918
20634,14 797
20635,281 82
20636,105 509
20637,128 11
20638,244 810
20639,437 26
20640,424 304
20641,143 482
20642,127 36
20643,63 271
20644,281 107
20645,281 62
20646,64 611
20647,304 16
20648,62 281
20649,493 422
20650,170 419
20651,252 832
20652,518 513
20653,329 128
20654,422 493
20655,671 329
20656,368 301
20657,301 368
20658,110 474
20659,305 210
20660,128 377
20661,271 63
20662,280 333
20663,232 178
20664,812 252
20665,183 326
20666,753 816
20667,269 933
20668,269 929
20669,816 753
20670,210 305
20671,483 113
20672,483 128
20673,483 255
20674,483 280
20675,483 165
20676,483 226
20677,674 674
20678,69 105
20679,440 840
20680,96 924
20681,273 579
20682,412 921
20683,142 280
20684,529 44
20685,548 152
20686,548 62
20687,286 412
20688,840 440
20689,719 64
20690,768 935
20691,16 304
20692,338 35
20693,59 286
20694,407 141
20695,210 183
20696,87 304
20697,930 158
20698,4 183
20699,143 714
20700,265 823
20701,294 290
20702,226 483
20703,8 823
20704,533 562
20705,666 823
20706,107 285
20707,183 4
20708,210 82
20709,368 146
20710,823 8
20711,823 566
20712,35 338
20713,100 820
20714,674 823
20715,563 494
20716,612 217
20717,568 425
20718,179 339
20719,13 191
20720,269 447
20721,582 582
20722,820 100
20723,137 272
20724,412 286
20725,13 375
20726,13 172
20727,931 926
20728,931 927
20729,47 26
20730,464 337
20731,85 307
20732,464 116
20733,16 311
20734,464 338
20735,933 933
20736,823 265
20737,482 143
20738,21 355
20739,26 47
20740,16 115
20741,40 725
20742,777 419
20743,419 777
20744,394 381
20745,165 48
20746,381 394
20747,290 294
20748,324 720
20749,470 455
20750,304 87
20751,120 758
20752,440 265
20753,434 548
20754,5 24
20755,377 851
20756,5 611
20757,32 40
20758,5 572
20759,179 295
20760,272 137
20761,89 10
20762,856 355
20763,404 83
20764,101 96
20765,115 355
20766,301 170
20767,464 900
20768,464 847
20769,465 615
20770,259 83
20771,936 572
20772,572 936
20773,847 464
20774,924 303
20775,125 937
20776,311 218
20777,494 58
20778,494 281
20779,48 166
20780,150 378
20781,321 579
20782,321 592
20783,321 38
20784,82 152
20785,353 592
20786,353 935
20787,307 872
20788,377 147
20789,353 768
20790,138 252
20791,429 929
20792,252 138
20793,305 604
20794,405 480
20795,405 255
20796,4 138
20797,281 494
20798,484 694
20799,184 405
20800,913 358
20801,679 137
20802,80 880
20803,303 128
20804,303 362
20805,303 81
20806,303 106
20807,96 842
20808,38 579
20809,38 592
20810,38 321
20811,930 234
20812,14 440
20813,14 562
20814,131 249
20815,754 211
20816,562 14
20817,592 321
20818,592 38
20819,135 23
20820,506 288
20821,316 187
20822,353 937
20823,58 845
20824,280 523
20825,418 467
20826,249 131
20827,690 301
20828,455 89
20829,252 738
20830,323 708
20831,167 918
20832,537 227
20833,187 316
20834,220 165
20835,183 900
20836,211 183
20837,696 222
20838,753 75
20839,366 134
20840,205 93
20841,265 555
20842,137 877
20843,137 663
20844,137 679
20845,924 96
20846,86 304
20847,918 377
20848,304 86
20849,201 908
20850,226 228
20851,51 375
20852,51 112
20853,661 8
20854,13 15
20855,935 125
20856,303 924
20857,378 150
20858,661 265
20859,883 115
20860,611 938
20861,938 611
20862,542 291
20863,23 135
20864,57 240
20865,56 408
20866,240 57
20867,226 186
20868,226 518
20869,65 64
20870,93 205
20871,518 226
20872,921 845
20873,914 914
20874,138 4
20875,14 556
20876,531 82
20877,907 262
20878,908 822
20879,133 106
20880,400 92
20881,914 860
20882,939 232
20883,82 464
20884,307 301
20885,8 661
20886,800 615
20887,13 51
20888,546 30
20889,546 526
20890,546 367
20891,128 940
20892,92 400
20893,30 546
20894,163 377
20895,158 926
20896,85 313
20897,160 717
20898,199 280
20899,184 64
20900,896 4
20901,549 19
20902,82 748
20903,280 199
20904,253 107
20905,377 163
20906,19 549
20907,549 326
20908,160 471
20909,82 854
20910,15 82
20911,232 939
20912,160 413
20913,82 131
20914,309 248
20915,309 18
20916,309 226
20917,309 73
20918,753 900
20919,748 16
20920,748 256
20921,748 106
20922,14 922
20923,82 96
20924,471 160
20925,615 800
20926,343 160
20927,4 896
20928,450 291
20929,85 872
20930,768 97
20931,79 107
20932,86 23
20933,197 215
20934,860 914
20935,215 197
20936,290 130
20937,252 193
20938,19 421
20939,19 434
20940,234 930
20941,180 615
20942,18 310
20943,390 459
20944,589 271
20945,310 85
20946,183 211
20947,234 926
20948,405 126
20949,163 518
20950,941 189
20951,181 231
20952,181 95
20953,231 181
20954,907 907
20955,156 907
20956,907 156
20957,435 920
20958,305 208
20959,610 610
20960,236 930
20961,214 124
20962,147 154
20963,137 412
20964,877 137
20965,304 424
20966,543 405
20967,543 105
20968,163 107
20969,281 481
20970,377 918
20971,377 776
20972,13 552
20973,942 95
20974,303 356
20975,253 87
20976,13 748
20977,209 909
20978,943 295
20979,7 222
20980,489 434
20981,234 283
20982,291 542
20983,104 295
20984,678 274
20985,435 316
20986,305 494
20987,936 290
20988,467 459
20989,209 249
20990,314 507
20991,377 215
20992,674 141
20993,557 917
20994,690 366
20995,291 493
20996,231 347
20997,13 183
20998,377 344
20999,60 105
21000,560 321
21001,81 3
21002,81 412
21003,230 420
21004,13 40
21005,210 927
21006,57 193
21007,181 176
21008,345 152
21009,314 872
21010,314 307
21011,526 231
21012,783 154
21013,278 908
21014,907 180
21015,180 820
21016,231 466
21017,303 411
21018,180 381
21019,380 103
21020,589 400
21021,355 654
21022,560 913
21023,944 748
21024,690 107
21025,551 473
21026,551 679
21027,551 671
21028,748 173
21029,886 665
21030,886 812
21031,210 106
21032,783 420
21033,730 64
21034,872 377
21035,327 945
21036,255 545
21037,57 304
21038,57 88
21039,57 924
21040,57 302
21041,153 654
21042,638 126
21043,641 1
21044,641 106
21045,321 533
21046,61 19
21047,61 280
21048,153 105
21049,455 860
21050,180 17
21051,13 346
21052,13 351
21053,551 184
21054,748 182
21055,210 114
21056,924 89
21057,206 65
21058,268 309
21059,268 73
21060,206 107
21061,231 176
21062,234 5
21063,181 160
21064,103 162
21065,123 900
21066,352 851
21067,234 931
21068,21 296
21069,209 845
21070,209 924
21071,708 98
21072,191 142
21073,277 206
21074,690 20
21075,174 252
21076,206 277
21077,187 105
21078,708 99
21079,21 210
21080,543 399
21081,921 285
21082,310 107
21083,924 209
21084,234 86
21085,690 400
21086,215 460
21087,226 166
21088,662 618
21089,641 946
21090,368 376
21091,303 244
21092,924 612
21093,237 932
21094,490 295
21095,126 2
21096,133 208
21097,352 346
21098,234 256
21099,924 252
21100,60 947
21101,445 133
21102,181 947
21103,304 455
21104,220 220
21105,173 531
21106,173 126
21107,536 166
21108,305 483
21109,235 930
21110,193 3
21111,123 170
21112,21 166
21113,381 948
21114,321 947
21115,851 180
21116,726 160
21117,314 420
21118,150 215
21119,215 150
21120,453 654
21121,381 180
21122,281 949
21123,410 286
21124,286 410
21125,128 295
21126,388 283
21127,236 107
21128,137 88
21129,13 114
21130,453 283
21131,351 5
21132,13 484
21133,21 115
21134,113 419
21135,537 157
21136,537 397
21137,929 489
21138,822 464
21139,822 280
21140,822 53
21141,553 86
21142,483 167
21143,312 177
21144,900 900
21145,372 87
21146,169 375
21147,453 459
21148,550 105
21149,598 86
21150,756 268
21151,644 950
21152,492 165
21153,484 168
21154,204 167
21155,949 211
21156,498 573
21157,333 422
21158,142 263
21159,450 105
21160,326 10
21161,105 550
21162,105 450
21163,753 170
21164,213 951
21165,951 213
21166,200 908
21167,165 492
21168,404 937
21169,404 173
21170,69 952
21171,914 36
21172,4 6
21173,10 326
21174,283 453
21175,106 641
21176,914 28
21177,28 914
21178,258 165
21179,258 27
21180,258 417
21181,114 375
21182,417 258
21183,99 937
21184,99 640
21185,99 768
21186,99 173
21187,926 237
21188,500 466
21189,161 452
21190,17 473
21191,375 21
21192,375 28
21193,375 114
21194,375 340
21195,375 169
21196,375 367
21197,473 17
21198,113 914
21199,424 950
21200,777 200
21201,173 86
21202,38 165
21203,38 329
21204,38 421
21205,38 474
21206,38 258
21207,108 93
21208,74 950
21209,929 933
21210,65 776
21211,88 137
21212,88 210
21213,411 166
21214,87 243
21215,200 777
21216,210 88
21217,488 922
21218,926 243
21219,926 930
21220,930 926
21221,107 478
21222,615 714
21223,86 840
21224,453 546
21225,114 925
21226,615 422
21227,925 205
21228,929 335
21229,422 533
21230,422 546
21231,422 145
21232,754 950
21233,459 218
21234,5 154
21235,573 452
21236,299 710
21237,950 74
21238,142 129
21239,84 558
21240,84 487
21241,661 87
21242,67 533
21243,282 820
21244,953 28
21245,218 341
21246,249 154
21247,249 654
21248,249 954
21249,845 921
21250,252 333
21251,107 139
21252,139 107
21253,215 218
21254,150 179
21255,307 177
21256,307 696
21257,900 438
21258,269 107
21259,710 184
21260,260 93
21261,184 710
21262,232 397
21263,411 303
21264,593 955
21265,572 515
21266,952 69
21267,17 219
21268,333 252
21269,389 628
21270,366 83
21271,311 424
21272,592 353
21273,152 440
21274,956 183
21275,93 260
21276,93 108
21277,354 323
21278,209 107
21279,354 97
21280,178 381
21281,333 919
21282,440 152
21283,160 501
21284,443 919
21285,501 160
21286,498 205
21287,200 918
21288,488 362
21289,518 424
21290,820 544
21291,183 956
21292,489 105
21293,430 501
21294,303 405
21295,900 860
21296,551 69
21297,474 950
21298,880 56
21299,492 105
21300,155 150
21301,218 366
21302,155 181
21303,950 474
21304,139 335
21305,544 820
21306,94 955
21307,105 492
21308,809 301
21309,301 809
21310,700 957
21311,160 255
21312,255 424
21313,256 474
21314,100 937
21315,333 165
21316,205 908
21317,114 35
21318,3 193
21319,592 100
21320,377 656
21321,6 880
21322,544 105
21323,297 905
21324,333 950
21325,212 74
21326,344 377
21327,303 950
21328,94 918
21329,58 950
21330,165 79
21331,24 114
21332,24 169
21333,69 107
21334,420 105
21335,765 86
21336,518 954
21337,166 950
21338,110 91
21339,340 934
21340,366 950
21341,338 900
21342,338 860
21343,338 338
21344,338 914
21345,427 165
21346,615 954
21347,849 849
21348,93 165
21349,550 288
21350,17 950
21351,107 237
21352,145 950
21353,333 5
21354,481 107
21355,474 105
21356,86 765
21357,142 45
21358,355 105
21359,107 481
21360,249 765
21361,859 105
21362,419 63
21363,880 59
21364,880 921
21365,28 105
21366,158 950
21367,69 958
21368,953 816
21369,107 319
21370,226 105
21371,280 419
21372,651 950
21373,508 473
21374,508 418
21375,921 56
21376,371 419
21377,44 754
21378,285 105
21379,5 333
21380,820 955
21381,105 355
21382,107 236
21383,533 572
21384,533 663
21385,533 499
21386,533 61
21387,533 602
21388,533 406
21389,533 204
21390,533 590
21391,533 350
21392,533 483
21393,533 679
21394,533 171
21395,533 525
21396,533 320
21397,445 77
21398,105 285
21399,105 226
21400,105 859
21401,105 420
21402,105 544
21403,375 318
21404,105 129
21405,340 375
21406,345 262
21407,377 52
21408,377 959
21409,377 316
21410,377 960
21411,377 745
21412,377 403
21413,377 961
21414,377 486
21415,377 839
21416,377 562
21417,377 207
21418,377 65
21419,377 257
21420,169 35
21421,183 207
21422,183 201
21423,183 53
21424,841 368
21425,419 642
21426,107 69
21427,419 18
21428,419 255
21429,340 105
21430,342 107
21431,63 283
21432,52 377
21433,114 24
21434,114 261
21435,283 63
21436,283 129
21437,303 105
21438,3 323
21439,21 375
21440,368 841
21441,614 614
21442,742 614
21443,367 375
21444,872 17
21445,495 473
21446,55 193
21447,45 142
21448,81 419
21449,533 950
21450,323 3
21451,651 173
21452,338 121
21453,493 523
21454,756 614
21455,448 847
21456,448 484
21457,494 121
21458,254 820
21459,129 86
21460,86 129
21461,917 40
21462,151 427
21463,145 366
21464,242 5
21465,40 917
21466,840 86
21467,418 549
21468,707 856
21469,266 533
21470,169 24
21471,506 366
21472,453 105
21473,173 651
21474,255 105
21475,473 166
21476,445 86
21477,13 255
21478,105 453
21479,232 121
21480,169 261
21481,199 278
21482,105 255
21483,720 525
21484,0 283
21485,422 820
21486,280 86
21487,128 445
21488,469 477
21489,563 822
21490,445 128
21491,949 281
21492,949 552
21493,913 183
21494,445 531
21495,96 13
21496,283 0
21497,105 169
21498,329 83
21499,838 124
21500,163 154
21501,163 422
21502,163 86
21503,163 615
21504,163 533
21505,163 145
21506,163 373
21507,163 643
21508,163 654
21509,5 242
21510,293 525
21511,368 150
21512,145 163
21513,138 412
21514,765 525
21515,355 333
21516,577 333
21517,279 333
21518,169 333
21519,74 105
21520,355 513
21521,925 113
21522,516 333
21523,367 24
21524,367 80
21525,367 318
21526,183 913
21527,419 333
21528,471 333
21529,35 114
21530,333 419
21531,333 895
21532,13 96
21533,641 333
21534,131 283
21535,333 641
21536,333 471
21537,333 516
21538,333 517
21539,333 279
21540,333 577
21541,170 495
21542,333 355
21543,145 283
21544,958 69
21545,18 419
21546,642 419
21547,473 150
21548,249 161
21549,38 31
21550,38 29
21551,38 33
21552,38 590
21553,38 37
21554,38 39
21555,627 333
21556,373 134
21557,305 131
21558,64 926
21559,133 333
21560,710 508
21561,255 419
21562,411 63
21563,283 131
21564,822 86
21565,333 627
21566,105 199
21567,573 498
21568,481 949
21569,281 333
21570,962 958
21571,931 238
21572,77 105
21573,490 419
21574,169 548
21575,237 253
21576,333 281
21577,404 424
21578,9 674
21579,4 812
21580,300 101
21581,546 546
21582,424 404
21583,896 116
21584,90 477
21585,19 360
21586,558 529
21587,371 768
21588,54 949
21589,949 305
21590,325 962
21591,933 139
21592,933 429
21593,933 46
21594,165 494
21595,950 158
21596,120 333
21597,230 333
21598,495 748
21599,776 918
21600,253 237
21601,533 186
21602,305 949
21603,652 333
21604,2 333
21605,193 55
21606,333 230
21607,93 40
21608,73 950
21609,199 917
21610,199 918
21611,174 305
21612,428 592
21613,700 956
21614,70 431
21615,956 933
21616,291 129
21617,459 295
21618,494 165
21619,963 159
21620,107 932
21621,238 237
21622,387 182
21623,581 200
21624,188 21
21625,200 581
21626,913 950
21627,173 404
21628,209 963
21629,736 333
21630,333 736
21631,963 926
21632,963 209
21633,747 162
21634,747 166
21635,747 301
21636,747 494
21637,747 366
21638,747 612
21639,747 105
21640,747 615
21641,747 160
21642,747 142
21643,747 249
21644,237 927
21645,68 282
21646,282 68
21647,69 715
21648,23 953
21649,23 964
21650,926 963
21651,243 63
21652,180 601
21653,395 368
21654,951 525
21655,249 747
21656,437 482
21657,932 283
21658,236 963
21659,285 209
21660,377 278
21661,417 367
21662,832 57
21663,40 318
21664,118 409
21665,387 381
21666,387 118
21667,387 667
21668,387 384
21669,387 283
21670,387 42
21671,387 366
21672,387 849
21673,387 41
21674,387 115
21675,387 150
21676,108 155
21677,811 497
21678,811 77
21679,447 334
21680,437 338
21681,592 933
21682,284 642
21683,118 387
21684,284 255
21685,167 426
21686,546 812
21687,44 366
21688,309 615
21689,546 208
21690,243 963
21691,243 615
21692,169 753
21693,568 457
21694,55 3
21695,521 615
21696,936 822
21697,936 935
21698,936 593
21699,936 776
21700,936 350
21701,936 907
21702,936 955
21703,936 706
21704,936 965
21705,936 130
21706,936 168
21707,936 167
21708,936 232
21709,936 484
21710,936 204
21711,936 14
21712,936 284
21713,936 206
21714,936 231
21715,936 129
21716,21 896
21717,939 350
21718,146 85
21719,963 243
21720,124 892
21721,124 300
21722,124 173
21723,124 896
21724,833 365
21725,173 950
21726,931 963
21727,963 931
21728,433 431
21729,13 445
21730,445 13
21731,404 15
21732,15 404
21733,165 753
21734,155 108
21735,900 914
21736,282 856
21737,129 221
21738,333 153
21739,333 253
21740,776 936
21741,930 236
21742,930 243
21743,820 445
21744,406 406
21745,963 142
21746,142 963
21747,168 533
21748,197 601
21749,949 6
21750,498 710
21751,378 283
21752,955 128
21753,926 159
21754,926 234
21755,926 158
21756,926 242
21757,87 253
21758,710 498
21759,5 511
21760,5 420
21761,295 106
21762,116 455
21763,141 672
21764,153 333
21765,153 249
21766,153 50
21767,153 856
21768,153 23
21769,153 393
21770,153 404
21771,153 493
21772,153 83
21773,153 58
21774,153 427
21775,153 474
21776,153 180
21777,153 49
21778,153 424
21779,153 115
21780,153 173
21781,153 820
21782,153 859
21783,123 165
21784,438 900
21785,525 951
21786,615 521
21787,615 309
21788,615 963
21789,856 950
21790,21 211
21791,422 393
21792,393 950
21793,420 5
21794,211 21
21795,947 60
21796,142 105
21797,511 5
21798,106 295
21799,678 48
21800,409 945
21801,48 678
21802,142 145
21803,266 950
21804,296 103
21805,282 356
21806,282 268
21807,963 58
21808,589 105
21809,86 747
21810,265 957
21811,206 86
21812,83 615
21813,957 951
21814,957 700
21815,445 79
21816,951 957
21817,105 589
21818,31 254
21819,951 951
21820,211 13
21821,21 966
21822,945 327
21823,963 158
21824,199 908
21825,963 236
21826,212 162
21827,212 166
21828,212 494
21829,212 431
21830,212 422
21831,212 86
21832,212 434
21833,212 142
21834,511 342
21835,86 212
21836,422 212
21837,86 163
21838,86 87
21839,86 145
21840,86 153
21841,86 546
21842,255 83
21843,44 956
21844,44 951
21845,44 359
21846,44 213
21847,44 246
21848,44 765
21849,44 967
21850,44 525
21851,44 672
21852,44 649
21853,44 913
21854,153 86
21855,86 572
21856,164 137
21857,145 86
21858,20 282
21859,710 710
21860,137 164
21861,445 820
21862,166 212
21863,950 913
21864,950 58
21865,506 107
21866,950 856
21867,154 493
21868,856 913
21869,952 952
21870,153 166
21871,153 494
21872,153 82
21873,55 86
21874,83 255
21875,694 255
21876,596 301
21877,362 5
21878,102 5
21879,481 5
21880,260 173
21881,301 596
21882,612 152
21883,301 747
21884,533 67
21885,963 237
21886,86 598
21887,86 521
21888,86 42
21889,933 269
21890,290 166
21891,166 290
21892,131 949
21893,118 651
21894,184 311
21895,222 315
21896,612 272
21897,87 208
21898,132 87
21899,131 612
21900,173 612
21901,12 420
21902,87 132
21903,237 963
21904,356 282
21905,37 338
21906,856 612
21907,193 57
21908,132 301
21909,283 255
21910,87 954
21911,443 33
21912,443 427
21913,311 184
21914,107 856
21915,207 183
21916,913 856
21917,4 131
21918,859 89
21919,366 311
21920,42 42
21921,51 917
21922,162 747
21923,419 113
21924,856 212
21925,28 953
21926,107 859
21927,367 113
21928,367 417
21929,859 107
21930,493 283
21931,596 218
21932,58 155
21933,58 601
21934,137 298
21935,509 189
21936,473 256
21937,525 765
21938,525 967
21939,525 913
21940,86 206
21941,957 19
21942,494 212
21943,856 58
21944,42 58
21945,133 581
21946,923 825
21947,42 612
21948,409 776
21949,176 231
21950,176 413
21951,176 200
21952,176 204
21953,176 275
21954,176 93
21955,473 44
21956,473 28
21957,390 381
21958,390 376
21959,390 157
21960,390 61
21961,390 392
21962,390 393
21963,390 397
21964,390 320
21965,390 378
21966,390 384
21967,390 283
21968,390 387
21969,390 388
21970,390 250
21971,390 396
21972,390 368
21973,390 104
21974,390 321
21975,390 60
21976,390 150
21977,301 132
21978,366 234
21979,283 493
21980,880 6
21981,184 968
21982,880 281
