source,target,Type,Id,Label,timeset,weight
Nashville Intll,Mobile Regional,Directed,1159,,,0.0525
Chicago O'hare Intl,Kansas City Intl,Directed,1160,,,0.0431
Kansas City Intl,San Francisco Intl,Directed,1161,,,0.1417
Kansas City Intl,Phoenix Sky Harbor Intl,Directed,1162,,,0.1044
Kansas City Intl,Lambert-St Louis Intl,Directed,1163,,,0.0228
Minneapolis-St Paul Intl/Wold-,Kansas City Intl,Directed,1164,,,0.054
Kansas City Intl,Orlando Intl,Directed,1165,,,0.1243
Pittsburgh Intll,Kansas City Intl,Directed,1166,,,0.0747
Philadelphia Intl,Kansas City Intl,Directed,1167,,,0.0994
Seattle-Tacoma Intl,Kansas City Intl,Directed,1168,,,0.1606
Salt Lake City Intl,Kansas City Intl,Directed,1169,,,0.089
Kansas City Intl,San Diego Intl-Lindbergh Fld,Directed,1170,,,0.1305
Kansas City Intl,Memphis Intl,Directed,1171,,,0.0472
Chicago Midway,Kansas City Intl,Directed,1172,,,0.0427
General Mitchell Intll,Kansas City Intl,Directed,1173,,,0.0492
Kansas City Intl,Will Rogers World,Directed,1174,,,0.0401
Kansas City Intl,Tulsa Intl,Directed,1175,,,0.0302
Eppley Airfield,Kansas City Intl,Directed,1176,,,0.0201
Elko Muni-J.C. Harris Field,Kansas City Intl,Directed,1177,,,0.1083
Chicago O'hare Intl,New Orleans Intl/Moisant Fld/,Directed,1178,,,0.1151
San Francisco Intl,New Orleans Intl/Moisant Fld/,Directed,1179,,,0.179
Lambert-St Louis Intl,New Orleans Intl/Moisant Fld/,Directed,1180,,,0.0837
Pittsburgh Intll,New Orleans Intl/Moisant Fld/,Directed,1181,,,0.1126
Philadelphia Intl,New Orleans Intl/Moisant Fld/,Directed,1182,,,0.1215
Salt Lake City Intl,New Orleans Intl/Moisant Fld/,Directed,1183,,,0.1512
New Orleans Intl/Moisant Fld/,Tampa Intl,Directed,1184,,,0.0439
New Orleans Intl/Moisant Fld/,San Antonio Intl,Directed,1185,,,0.042
Lambert-St Louis Intl,San Jose Intll,Directed,1186,,,0.1613
Salt Lake City Intl,San Jose Intll,Directed,1187,,,0.0603
San Jose Intll,John Wayne Airport-Orange Coun,Directed,1188,,,0.0408
Sacramento Metropolitan,San Jose Intll,Directed,1189,,,0.0129
San Jose Intll,Long Beach /Daugherty Field/,Directed,1190,,,0.039
Portland Intl,San Francisco Intl,Directed,1191,,,0.0761
Portland Intl,Phoenix Sky Harbor Intl,Directed,1192,,,0.128
Seattle-Tacoma Intl,Portland Intl,Directed,1193,,,0.0178
Portland Intl,Salt Lake City Intl,Directed,1194,,,0.0709
Portland Intl,San Diego Intl-Lindbergh Fld,Directed,1195,,,0.1259
Portland Intl,San Jose Intll,Directed,1196,,,0.0787
Portland Intl,John Wayne Airport-Orange Coun,Directed,1197,,,0.1163
Portland Intl,Sacramento Metropolitan,Directed,1198,,,0.066
Portland Intl,Reno/Tahoe Intll,Directed,1199,,,0.06
Tri-Cities,Portland Intl,Directed,1200,,,0.0189
Yakima Air Terminal,Portland Intl,Directed,1201,,,0.0141
Portland Intl,Roberts Field,Directed,1202,,,0.0147
Pullman/Moscow Regional,Portland Intl,Directed,1203,,,0.0301
Portland Intl,Mcnary Fld,Directed,1204,,,0.0068
Dallas Love Field,Houston Intercontinental,Directed,1205,,,0.0285
Dallas Love Field,William P Hobby,Directed,1206,,,0.0316
Dallas Love Field,New Orleans Intl/Moisant Fld/,Directed,1207,,,0.0433
Dallas Love Field,San Antonio Intl,Directed,1208,,,0.0327
Dallas Love Field,El Paso Intl,Directed,1209,,,0.0495
Will Rogers World,Dallas Love Field,Directed,1210,,,0.0246
Tulsa Intl,Dallas Love Field,Directed,1211,,,0.0324
Adams Field,Dallas Love Field,Directed,1212,,,0.0297
Lubbock Intl,Dallas Love Field,Directed,1213,,,0.0265
Dallas Love Field,Midland Intll,Directed,1214,,,0.0286
Chicago O'hare Intl,Indianapolis Intl,Directed,1215,,,0.0231
Indianapolis Intl,Los Angeles Intl,Directed,1216,,,0.1726
Indianapolis Intl,San Francisco Intl,Directed,1217,,,0.1848
John F Kennedy Intl,Indianapolis Intl,Directed,1218,,,0.0643
Indianapolis Intl,Miami Intl,Directed,1219,,,0.1365
La Guardia,Indianapolis Intl,Directed,1220,,,0.0641
Indianapolis Intl,Phoenix Sky Harbor Intl,Directed,1221,,,0.1441
Indianapolis Intl,Lambert-St Louis Intl,Directed,1222,,,0.0227
Minneapolis-St Paul Intl/Wold-,Indianapolis Intl,Directed,1223,,,0.0607
Indianapolis Intl,Mc Carran Intl,Directed,1224,,,0.151
Indianapolis Intl,Orlando Intl,Directed,1225,,,0.1108
Pittsburgh Intll,Indianapolis Intl,Directed,1226,,,0.0318
Philadelphia Intl,Indianapolis Intl,Directed,1227,,,0.0563
Indianapolis Intl,Tampa Intl,Directed,1228,,,0.1138
Indianapolis Intl,Memphis Intl,Directed,1229,,,0.0484
Chicago Midway,Indianapolis Intl,Directed,1230,,,0.0211
Indianapolis Intl,Kansas City Intl,Directed,1231,,,0.0431
Indianapolis Intl,New Orleans Intl/Moisant Fld/,Directed,1232,,,0.0951
Indianapolis Intl,Southwest Florida Intl,Directed,1233,,,0.128
Indianapolis Intl,Louisville Intl,Directed,1234,,,0.015
Indianapolis Intl,St Petersburg/Clearwater Intl,Directed,1235,,,0.1143
Lambert-St Louis Intl,Palm Beach Intl,Directed,1236,,,0.1266
Pittsburgh Intll,Palm Beach Intl,Directed,1237,,,0.1319
Philadelphia Intl,Palm Beach Intl,Directed,1238,,,0.1284
Tampa Intl,Palm Beach Intl,Directed,1239,,,0.0175
Raleigh-Durham Intll,Palm Beach Intl,Directed,1240,,,0.088
Palm Beach Intl,Southwest Florida Intl,Directed,1241,,,0.0086
Chicago O'hare Intl,Metropolitan Oakland Intl,Directed,1242,,,0.1795
Metropolitan Oakland Intl,Phoenix Sky Harbor Intl,Directed,1243,,,0.0662
Seattle-Tacoma Intl,Metropolitan Oakland Intl,Directed,1244,,,0.0929
Salt Lake City Intl,Metropolitan Oakland Intl,Directed,1245,,,0.0599
Metropolitan Oakland Intl,San Diego Intl-Lindbergh Fld,Directed,1246,,,0.0541
Portland Intl,Metropolitan Oakland Intl,Directed,1247,,,0.0752
Metropolitan Oakland Intl,Ontario Intl,Directed,1248,,,0.0422
Metropolitan Oakland Intl,John Wayne Airport-Orange Coun,Directed,1249,,,0.0445
Sacramento Metropolitan,Metropolitan Oakland Intl,Directed,1250,,,0.0099
Reno/Tahoe Intll,Metropolitan Oakland Intl,Directed,1251,,,0.0211
Metropolitan Oakland Intl,Palm Springs Regional,Directed,1252,,,0.0472
Lambert-St Louis Intl,San Antonio Intl,Directed,1253,,,0.0973
Salt Lake City Intl,San Antonio Intl,Directed,1254,,,0.1276
Chicago O'hare Intl,Ontario Intl,Directed,1255,,,0.1691
San Francisco Intl,Ontario Intl,Directed,1256,,,0.0419
Ontario Intl,Phoenix Sky Harbor Intl,Directed,1257,,,0.029
Lambert-St Louis Intl,Ontario Intl,Directed,1258,,,0.1458
Seattle-Tacoma Intl,Ontario Intl,Directed,1259,,,0.1301
Salt Lake City Intl,Ontario Intl,Directed,1260,,,0.0704
Ontario Intl,San Diego Intl-Lindbergh Fld,Directed,1261,,,0.0128
San Jose Intll,Ontario Intl,Directed,1262,,,0.0386
Portland Intl,Ontario Intl,Directed,1263,,,0.1131
Ontario Intl,John Wayne Airport-Orange Coun,Directed,1264,,,0.0039
Sacramento Metropolitan,Ontario Intl,Directed,1265,,,0.0489
Reno/Tahoe Intll,Ontario Intl,Directed,1266,,,0.0532
Ontario Intl,Palm Springs Regional,Directed,1267,,,0.0059
Chicago O'hare Intl,Albuquerque Intl,Directed,1268,,,0.1161
Albuquerque Intl,Dallas/Fort Worth Intl,Directed,1269,,,0.0529
Albuquerque Intl,The William B Hartsfield Atlan,Directed,1270,,,0.1138
Albuquerque Intl,Los Angeles Intl,Directed,1271,,,0.0609
San Francisco Intl,Albuquerque Intl,Directed,1272,,,0.0839
Stapleton Intl,Albuquerque Intl,Directed,1273,,,0.0461
Albuquerque Intl,Phoenix Sky Harbor Intl,Directed,1274,,,0.0315
Lambert-St Louis Intl,Albuquerque Intl,Directed,1275,,,0.0901
Minneapolis-St Paul Intl/Wold-,Albuquerque Intl,Directed,1276,,,0.1163
Mc Carran Intl,Albuquerque Intl,Directed,1277,,,0.0446
Pittsburgh Intll,Albuquerque Intl,Directed,1278,,,0.1441
Albuquerque Intl,Houston Intercontinental,Directed,1279,,,0.075
Salt Lake City Intl,Albuquerque Intl,Directed,1280,,,0.0613
Albuquerque Intl,San Diego Intl-Lindbergh Fld,Directed,1281,,,0.0581
Cincinnati/Northern Kentucky I,Albuquerque Intl,Directed,1282,,,0.1182
Albuquerque Intl,William P Hobby,Directed,1283,,,0.0773
Albuquerque Intl,Dallas Love Field,Directed,1284,,,0.0539
Albuquerque Intl,El Paso Intl,Directed,1285,,,0.0309
Albuquerque Intl,Tucson Intl,Directed,1286,,,0.0355
Albuquerque Intl,Lubbock Intl,Directed,1287,,,0.0277
Albuquerque Intl,Midland Intll,Directed,1288,,,0.0372
Amarillo Intl,Albuquerque Intl,Directed,1289,,,0.0251
Elko Muni-J.C. Harris Field,Albuquerque Intl,Directed,1290,,,0.0724
Chicago O'hare Intl,Bradley Intl,Directed,1291,,,0.0775
Bradley Intl,Dallas/Fort Worth Intl,Directed,1292,,,0.1511
Bradley Intl,John F Kennedy Intl,Directed,1293,,,0.0136
Bradley Intl,Miami Intl,Directed,1294,,,0.159
General Edward Lawrence Logan,Bradley Intl,Directed,1295,,,0.0095
Bradley Intl,Newark Intl,Directed,1296,,,0.0141
Detroit Metropolitan Wayne Cou,Bradley Intl,Directed,1297,,,0.0544
Bradley Intl,Lambert-St Louis Intl,Directed,1298,,,0.095
Minneapolis-St Paul Intl/Wold-,Bradley Intl,Directed,1299,,,0.1082
Bradley Intl,Orlando Intl,Directed,1300,,,0.1363
Bradley Intl,Pittsburgh Intll,Directed,1301,,,0.0408
Bradley Intl,Philadelphia Intl,Directed,1302,,,0.0236
Bradley Intl,Charlotte/Douglas Intl,Directed,1303,,,0.0768
Bradley Intl,Washington National,Directed,1304,,,0.0368
Bradley Intl,Tampa Intl,Directed,1305,,,0.1425
Bradley Intl,Baltimore-Washington Intl,Directed,1306,,,0.0333
Bradley Intl,Washington Dulles Intl,Directed,1307,,,0.0375
Bradley Intl,Raleigh-Durham Intll,Directed,1308,,,0.0657
Bradley Intl,Cincinnati/Northern Kentucky I,Directed,1309,,,0.067
Bradley Intl,Fort Lauderdale/Hollywood Intl,Directed,1310,,,0.1563
Bradley Intl,Cleveland-Hopkins Intl,Directed,1311,,,0.047
Bradley Intl,Luis Munoz Marin Intl,Directed,1312,,,0.2271
Bradley Intl,Nashville Intll,Directed,1313,,,0.0904
Bradley Intl,Palm Beach Intl,Directed,1314,,,0.1505
Greater Buffalo Intl,Bradley Intl,Directed,1315,,,0.0323
Syracuse Hancock Intl,Bradley Intl,Directed,1316,,,0.0207
Greater Rochester Intl,Bradley Intl,Directed,1317,,,0.0278
Lambert-St Louis Intl,John Wayne Airport-Orange Coun,Directed,1318,,,0.1483
Burbank-Glendale-Pasadena,John Wayne Airport-Orange Coun,Directed,1319,,,0.0056
San Francisco Intl,Kahului,Directed,1320,,,0.2359
Seattle-Tacoma Intl,Kahului,Directed,1321,,,0.3074
Molokai,Kahului,Directed,1322,,,0.0042
General Mitchell Intll,Chicago O'hare Intl,Directed,1323,,,0.0093
General Mitchell Intll,San Francisco Intl,Directed,1324,,,0.1827
General Mitchell Intll,Phoenix Sky Harbor Intl,Directed,1325,,,0.1528
General Mitchell Intll,Lambert-St Louis Intl,Directed,1326,,,0.042
Minneapolis-St Paul Intl/Wold-,General Mitchell Intll,Directed,1327,,,0.0327
General Mitchell Intll,Pittsburgh Intll,Directed,1328,,,0.0456
General Mitchell Intll,Philadelphia Intl,Directed,1329,,,0.0709
Seattle-Tacoma Intl,General Mitchell Intll,Directed,1330,,,0.1804
General Mitchell Intll,San Diego Intl-Lindbergh Fld,Directed,1331,,,0.1782
General Mitchell Intll,Tampa Intl,Directed,1332,,,0.1457
Dane County Regional-Truax Fie,General Mitchell Intll,Directed,1333,,,0.0075
Wittman Regional,General Mitchell Intll,Directed,1334,,,0.0104
Chicago O'hare Intl,Robert Mueller Muni,Directed,1335,,,0.1222
Dallas/Fort Worth Intl,Robert Mueller Muni,Directed,1336,,,0.025
Stapleton Intl,Robert Mueller Muni,Directed,1337,,,0.0977
Phoenix Sky Harbor Intl,Robert Mueller Muni,Directed,1338,,,0.0788
Pittsburgh Intll,Robert Mueller Muni,Directed,1339,,,0.1319
Robert Mueller Muni,Houston Intercontinental,Directed,1340,,,0.0124
Philadelphia Intl,Robert Mueller Muni,Directed,1341,,,0.1465
Charlotte/Douglas Intl,Robert Mueller Muni,Directed,1342,,,0.0974
Memphis Intl,Robert Mueller Muni,Directed,1343,,,0.06
Robert Mueller Muni,William P Hobby,Directed,1344,,,0.0138
San Jose Intll,Robert Mueller Muni,Directed,1345,,,0.1407
Dallas Love Field,Robert Mueller Muni,Directed,1346,,,0.0248
Robert Mueller Muni,San Antonio Intl,Directed,1347,,,0.0083
El Paso Intl,Robert Mueller Muni,Directed,1348,,,0.0465
Lubbock Intl,Robert Mueller Muni,Directed,1349,,,0.0384
Midland Intll,Robert Mueller Muni,Directed,1350,,,0.0278
Robert Mueller Muni,Rio Grande Valley Intl,Directed,1351,,,0.0389
Chicago O'hare Intl,James M Cox Dayton Intl,Directed,1352,,,0.0273
James M Cox Dayton Intl,Dallas/Fort Worth Intl,Directed,1353,,,0.0936
James M Cox Dayton Intl,Los Angeles Intl,Directed,1354,,,0.1832
La Guardia,James M Cox Dayton Intl,Directed,1355,,,0.0533
Newark Intl,James M Cox Dayton Intl,Directed,1356,,,0.0517
Detroit Metropolitan Wayne Cou,James M Cox Dayton Intl,Directed,1357,,,0.0225
James M Cox Dayton Intl,Lambert-St Louis Intl,Directed,1358,,,0.0332
Minneapolis-St Paul Intl/Wold-,James M Cox Dayton Intl,Directed,1359,,,0.0661
James M Cox Dayton Intl,Orlando Intl,Directed,1360,,,0.1106
Pittsburgh Intll,James M Cox Dayton Intl,Directed,1361,,,0.0211
James M Cox Dayton Intl,Philadelphia Intl,Directed,1362,,,0.0457
James M Cox Dayton Intl,Washington National,Directed,1363,,,0.0378
James M Cox Dayton Intl,Tampa Intl,Directed,1364,,,0.1143
James M Cox Dayton Intl,Indianapolis Intl,Directed,1365,,,0.0108
James M Cox Dayton Intl,Louisville Intl,Directed,1366,,,0.0183
Kent County Intl,James M Cox Dayton Intl,Directed,1367,,,0.0293
Michiana Rgnl Transportation C,James M Cox Dayton Intl,Directed,1368,,,0.0203
Fort Wayne Intll,James M Cox Dayton Intl,Directed,1369,,,0.0114
Capital City,James M Cox Dayton Intl,Directed,1370,,,0.0276
James M Cox Dayton Intl,Evansville Regional,Directed,1371,,,0.0245
Bishop Intll,James M Cox Dayton Intl,Directed,1372,,,0.0294
Sacramento Metropolitan,John Wayne Airport-Orange Coun,Directed,1373,,,0.0516
Chicago O'hare Intl,Port Columbus Intl,Directed,1374,,,0.0317
Port Columbus Intl,Dallas/Fort Worth Intl,Directed,1375,,,0.099
Port Columbus Intl,Los Angeles Intl,Directed,1376,,,0.1898
John F Kennedy Intl,Port Columbus Intl,Directed,1377,,,0.0468
Port Columbus Intl,Stapleton Intl,Directed,1378,,,0.112
La Guardia,Port Columbus Intl,Directed,1379,,,0.0466
Newark Intl,Port Columbus Intl,Directed,1380,,,0.045
Port Columbus Intl,Phoenix Sky Harbor Intl,Directed,1381,,,0.161
Detroit Metropolitan Wayne Cou,Port Columbus Intl,Directed,1382,,,0.0213
Port Columbus Intl,Lambert-St Louis Intl,Directed,1383,,,0.0398
Minneapolis-St Paul Intl/Wold-,Port Columbus Intl,Directed,1384,,,0.0703
Port Columbus Intl,Mc Carran Intl,Directed,1385,,,0.1685
Port Columbus Intl,Orlando Intl,Directed,1386,,,0.1108
Pittsburgh Intll,Port Columbus Intl,Directed,1387,,,0.0144
Port Columbus Intl,Houston Intercontinental,Directed,1388,,,0.1148
Port Columbus Intl,Philadelphia Intl,Directed,1389,,,0.039
Port Columbus Intl,Washington National,Directed,1390,,,0.0317
Port Columbus Intl,Tampa Intl,Directed,1391,,,0.1149
Port Columbus Intl,Cincinnati/Northern Kentucky I,Directed,1392,,,0.0128
Chicago Midway,Port Columbus Intl,Directed,1393,,,0.03
Port Columbus Intl,Indianapolis Intl,Directed,1394,,,0.0175
General Mitchell Intll,Port Columbus Intl,Directed,1395,,,0.038
Port Columbus Intl,James M Cox Dayton Intl,Directed,1396,,,0.0068
Southwest Florida Intl,Miami Intl,Directed,1397,,,0.0103
Lambert-St Louis Intl,Southwest Florida Intl,Directed,1398,,,0.1246
Tampa Intl,Southwest Florida Intl,Directed,1399,,,0.0142
Sarasota/Bradenton Intl,Southwest Florida Intl,Directed,1400,,,0.0092
Greater Buffalo Intl,Chicago O'hare Intl,Directed,1401,,,0.0476
Greater Buffalo Intl,John F Kennedy Intl,Directed,1402,,,0.0335
Greater Buffalo Intl,La Guardia,Directed,1403,,,0.0323
Greater Buffalo Intl,Newark Intl,Directed,1404,,,0.0317
Greater Buffalo Intl,Detroit Metropolitan Wayne Cou,Directed,1405,,,0.0245
Minneapolis-St Paul Intl/Wold-,Greater Buffalo Intl,Directed,1406,,,0.076
Greater Buffalo Intl,Orlando Intl,Directed,1407,,,0.1392
Greater Buffalo Intl,Pittsburgh Intll,Directed,1408,,,0.0246
Greater Buffalo Intl,Philadelphia Intl,Directed,1409,,,0.0343
Greater Buffalo Intl,Charlotte/Douglas Intl,Directed,1410,,,0.0747
Greater Buffalo Intl,Washington National,Directed,1411,,,0.0399
Greater Buffalo Intl,Baltimore-Washington Intl,Directed,1412,,,0.0375
Greater Buffalo Intl,Washington Dulles Intl,Directed,1413,,,0.0387
Greater Buffalo Intl,Raleigh-Durham Intll,Directed,1414,,,0.0675
Greater Buffalo Intl,Cincinnati/Northern Kentucky I,Directed,1415,,,0.0479
Greater Buffalo Intl,Cleveland-Hopkins Intl,Directed,1416,,,0.0216
Syracuse Hancock Intl,Greater Buffalo Intl,Directed,1417,,,0.0135
Greater Rochester Intl,Greater Buffalo Intl,Directed,1418,,,0.0057
Burbank-Glendale-Pasadena,Dallas/Fort Worth Intl,Directed,1419,,,0.1093
San Francisco Intl,Burbank-Glendale-Pasadena,Directed,1420,,,0.0385
Stapleton Intl,Burbank-Glendale-Pasadena,Directed,1421,,,0.0869
Burbank-Glendale-Pasadena,Phoenix Sky Harbor Intl,Directed,1422,,,0.0331
Mc Carran Intl,Burbank-Glendale-Pasadena,Directed,1423,,,0.0243
Seattle-Tacoma Intl,Burbank-Glendale-Pasadena,Directed,1424,,,0.1281
Salt Lake City Intl,Burbank-Glendale-Pasadena,Directed,1425,,,0.0708
Burbank-Glendale-Pasadena,San Diego Intl-Lindbergh Fld,Directed,1426,,,0.0152
San Jose Intll,Burbank-Glendale-Pasadena,Directed,1427,,,0.0353
Portland Intl,Burbank-Glendale-Pasadena,Directed,1428,,,0.1109
Metropolitan Oakland Intl,Burbank-Glendale-Pasadena,Directed,1429,,,0.0389
Burbank-Glendale-Pasadena,Ontario Intl,Directed,1430,,,0.0041
Sacramento Metropolitan,Burbank-Glendale-Pasadena,Directed,1431,,,0.0461
Fresno Air Terminal,Burbank-Glendale-Pasadena,Directed,1432,,,0.0255
Santa Barbara Muni,Burbank-Glendale-Pasadena,Directed,1433,,,0.0078
Chicago O'hare Intl,El Paso Intl,Directed,1434,,,0.1353
Los Angeles Intl,El Paso Intl,Directed,1435,,,0.0645
San Francisco Intl,El Paso Intl,Directed,1436,,,0.0986
Phoenix Sky Harbor Intl,El Paso Intl,Directed,1437,,,0.0327
Mc Carran Intl,El Paso Intl,Directed,1438,,,0.0606
El Paso Intl,Houston Intercontinental,Directed,1439,,,0.0588
San Diego Intl-Lindbergh Fld,El Paso Intl,Directed,1440,,,0.0557
El Paso Intl,William P Hobby,Directed,1441,,,0.0601
El Paso Intl,San Antonio Intl,Directed,1442,,,0.0458
Lubbock Intl,El Paso Intl,Directed,1443,,,0.0292
Midland Intll,El Paso Intl,Directed,1444,,,0.0213
Anchorage Intl,Chicago O'hare Intl,Directed,1445,,,0.3655
Anchorage Intl,Los Angeles Intl,Directed,1446,,,0.3059
Anchorage Intl,San Francisco Intl,Directed,1447,,,0.2654
Anchorage Intl,Detroit Metropolitan Wayne Cou,Directed,1448,,,0.3847
Anchorage Intl,Honolulu Intl,Directed,1449,,,0.3829
Anchorage Intl,Minneapolis-St Paul Intl/Wold-,Directed,1450,,,0.3284
Anchorage Intl,Seattle-Tacoma Intl,Directed,1451,,,0.1926
Anchorage Intl,Salt Lake City Intl,Directed,1452,,,0.2746
Anchorage Intl,Portland Intl,Directed,1453,,,0.204
Anchorage Intl,Juneau Intl,Directed,1454,,,0.083
Fairbanks Intl,Anchorage Intl,Directed,1455,,,0.0365
Anchorage Intl,Bethel,Directed,1456,,,0.0604
Anchorage Intl,Dillingham,Directed,1457,,,0.0478
Ralph Wien Memorial,Anchorage Intl,Directed,1458,,,0.0843
Deadhorse,Anchorage Intl,Directed,1459,,,0.0866
Nome,Anchorage Intl,Directed,1460,,,0.0849
Anchorage Intl,Unalaska,Directed,1461,,,0.1093
Anchorage Intl,Merle K (Mudhole) Smith,Directed,1462,,,0.0239
St Mary's,Anchorage Intl,Directed,1463,,,0.0683
Anchorage Intl,Cold Bay,Directed,1464,,,0.0863
Anchorage Intl,St Paul Island,Directed,1465,,,0.1099
Anchorage Intl,Port Heiden,Directed,1466,,,0.0596
Chicago O'hare Intl,Will Rogers World,Directed,1467,,,0.08
Will Rogers World,Phoenix Sky Harbor Intl,Directed,1468,,,0.0757
Lambert-St Louis Intl,Will Rogers World,Directed,1469,,,0.0489
Salt Lake City Intl,Will Rogers World,Directed,1470,,,0.0895
Tulsa Intl,Will Rogers World,Directed,1471,,,0.0116
Elko Muni-J.C. Harris Field,Will Rogers World,Directed,1472,,,0.1062
Reno/Tahoe Intll,San Francisco Intl,Directed,1473,,,0.0222
Seattle-Tacoma Intl,Reno/Tahoe Intll,Directed,1474,,,0.077
Salt Lake City Intl,Reno/Tahoe Intll,Directed,1475,,,0.0416
Reno/Tahoe Intll,San Diego Intl-Lindbergh Fld,Directed,1476,,,0.0659
Reno/Tahoe Intll,San Jose Intll,Directed,1477,,,0.0232
Reno/Tahoe Intll,Sacramento Metropolitan,Directed,1478,,,0.012
Elko Muni-J.C. Harris Field,Tulsa Intl,Directed,1479,,,0.1105
Chicago O'hare Intl,Jacksonville Intl,Directed,1480,,,0.1142
Jacksonville Intl,Miami Intl,Directed,1481,,,0.0455
La Guardia,Jacksonville Intl,Directed,1482,,,0.106
Lambert-St Louis Intl,Jacksonville Intl,Directed,1483,,,0.0904
Jacksonville Intl,Orlando Intl,Directed,1484,,,0.0198
Pittsburgh Intll,Jacksonville Intl,Directed,1485,,,0.0958
Philadelphia Intl,Jacksonville Intl,Directed,1486,,,0.0954
Raleigh-Durham Intll,Jacksonville Intl,Directed,1487,,,0.0535
Jacksonville Intl,Palm Beach Intl,Directed,1488,,,0.0373
Savannah Intll,Jacksonville Intl,Directed,1489,,,0.0158
Jacksonville Intl,Pensacola Regional,Directed,1490,,,0.028
Jacksonville Intl,Melbourne Intll,Directed,1491,,,0.0235
Lambert-St Louis Intl,Norfolk Intl,Directed,1492,,,0.0743
Pittsburgh Intll,Norfolk Intl,Directed,1493,,,0.04
Philadelphia Intl,Norfolk Intl,Directed,1494,,,0.0289
Norfolk Intl,Raleigh-Durham Intll,Directed,1495,,,0.0164
Cleveland-Hopkins Intl,Norfolk Intl,Directed,1496,,,0.0519
Richmond Intll,Norfolk Intl,Directed,1497,,,0.0082
Amarillo Intl,Tucson Intl,Directed,1498,,,0.0555
Lihue,Kahului,Directed,1499,,,0.018
Bangor Intl,General Edward Lawrence Logan,Directed,1500,,,0.0259
Bangor Intl,Newark Intl,Directed,1501,,,0.0478
Bangor Intl,Theodore Francis Green State,Directed,1502,,,0.0323
Bangor Intl,Portland Intl Jetport,Directed,1503,,,0.0134
Bangor Intl,Manchester,Directed,1504,,,0.0223
Greater Rochester Intl,Syracuse Hancock Intl,Directed,1505,,,0.008
Theodore Francis Green State,Raleigh-Durham Intll,Directed,1506,,,0.0673
Albany County,Chicago O'hare Intl,Directed,1507,,,0.0722
Albany County,The William B Hartsfield Atlan,Directed,1508,,,0.1024
Albany County,La Guardia,Directed,1509,,,0.0189
Albany County,Detroit Metropolitan Wayne Cou,Directed,1510,,,0.0489
Albany County,Pittsburgh Intll,Directed,1511,,,0.0392
Albany County,Philadelphia Intl,Directed,1512,,,0.0285
Albany County,Charlotte/Douglas Intl,Directed,1513,,,0.0807
Albany County,Washington National,Directed,1514,,,0.0407
Albany County,Baltimore-Washington Intl,Directed,1515,,,0.0372
Albany County,Raleigh-Durham Intll,Directed,1516,,,0.0704
Albany County,Cincinnati/Northern Kentucky I,Directed,1517,,,0.0657
Greater Buffalo Intl,Albany County,Directed,1518,,,0.0252
Portland Intl Jetport,Albany County,Directed,1519,,,0.0198
Albany County,Stewart Int'l,Directed,1520,,,0.012
Saipan Intl,Guam Intll,Directed,1521,,,0.0163
Guam Intll,Babelthuap/Koror,Directed,1522,,,0.0784
Rota Intl,Guam Intll,Directed,1523,,,0.007
Chicago O'hare Intl,Birmingham Intl,Directed,1524,,,0.0806
Birmingham Intl,Dallas/Fort Worth Intl,Directed,1525,,,0.0528
Lambert-St Louis Intl,Birmingham Intl,Directed,1526,,,0.0529
Birmingham Intl,Orlando Intl,Directed,1527,,,0.0563
Pittsburgh Intll,Birmingham Intl,Directed,1528,,,0.0741
Charlotte/Douglas Intl,Birmingham Intl,Directed,1529,,,0.0335
Cincinnati/Northern Kentucky I,Birmingham Intl,Directed,1530,,,0.0535
Memphis Intl,Birmingham Intl,Directed,1531,,,0.0218
Birmingham Intl,William P Hobby,Directed,1532,,,0.0574
Nashville Intll,Birmingham Intl,Directed,1533,,,0.0245
Birmingham Intl,New Orleans Intl/Moisant Fld/,Directed,1534,,,0.0385
Louisville Intl,Birmingham Intl,Directed,1535,,,0.0444
Huntsville Intl-Carl T Jones F,Birmingham Intl,Directed,1536,,,0.0103
Birmingham Intl,Jackson Intll,Directed,1537,,,0.0208
Birmingham Intl,Shreveport Regional,Directed,1538,,,0.0377
Birmingham Intl,Dannelly Field,Directed,1539,,,0.0122
Lambert-St Louis Intl,Louisville Intl,Directed,1540,,,0.0241
Chicago O'hare Intl,Eppley Airfield,Directed,1541,,,0.0412
Eppley Airfield,Phoenix Sky Harbor Intl,Directed,1542,,,0.1113
Eppley Airfield,Lambert-St Louis Intl,Directed,1543,,,0.0373
Eppley Airfield,Pittsburgh Intll,Directed,1544,,,0.0802
Eppley Airfield,Salt Lake City Intl,Directed,1545,,,0.0821
Eppley Airfield,Lincoln Muni,Directed,1546,,,0.0062
Dallas/Fort Worth Intl,Sarasota/Bradenton Intl,Directed,1547,,,0.0905
Sarasota/Bradenton Intl,Miami Intl,Directed,1548,,,0.0192
La Guardia,Sarasota/Bradenton Intl,Directed,1549,,,0.1353
Lambert-St Louis Intl,Sarasota/Bradenton Intl,Directed,1550,,,0.1155
Tampa Intl,Sarasota/Bradenton Intl,Directed,1551,,,0.0055
Los Angeles Intl,Keahole-Kona Intll,Directed,1552,,,0.2349
San Francisco Intl,Keahole-Kona Intll,Directed,1553,,,0.2421
Kahului,Keahole-Kona Intll,Directed,1554,,,0.0113
Lihue,Keahole-Kona Intll,Directed,1555,,,0.0272
